dep_id;tc_id;sn_id;device_id
1;1;13;d_29
1;1;13;d_16
1;1;13;d_18
1;1;13;t_11
1;1;13;t_9
1;1;14;d_1
1;1;14;d_13
1;1;14;d_0
1;1;14;d_15
1;1;14;t_0
1;1;14;t_5
1;1;15;d_14
1;1;15;d_21
1;1;15;d_15
1;1;15;d_3
1;1;15;t_4
1;1;15;t_10
1;1;16;d_30
1;1;16;d_28
1;1;16;d_22
1;1;16;d_23
1;1;16;t_0
1;1;16;t_10
1;1;17;d_28
1;1;17;d_18
1;1;17;d_23
1;1;17;d_7
1;1;17;t_9
1;1;17;t_2
1;1;18;d_2
1;1;18;d_5
1;1;18;d_1
1;1;18;d_31
1;1;18;t_10
1;1;18;t_7
1;1;19;d_27
1;1;19;d_26
1;1;19;d_8
1;1;19;d_23
1;1;19;t_10
1;1;19;t_1
1;1;20;d_8
1;1;20;d_5
1;1;20;d_11
1;1;20;d_10
1;1;20;t_0
1;1;20;t_4
1;1;21;d_22
1;1;21;d_13
1;1;21;d_17
1;1;21;d_28
1;1;21;t_11
1;1;21;t_5
1;1;22;d_31
1;1;22;d_6
1;1;22;d_13
1;1;22;d_10
1;1;22;t_1
1;1;22;t_7
1;1;23;d_14
1;1;23;d_12
1;1;23;d_27
1;1;23;d_7
1;1;23;t_3
1;1;23;t_10
1;1;24;d_15
1;1;24;d_1
1;1;24;d_9
1;1;24;d_23
1;1;24;t_1
1;1;24;t_6
1;1;25;d_15
1;1;25;d_1
1;1;25;d_27
1;1;25;d_24
1;1;25;t_2
1;1;25;t_11
1;1;26;d_27
1;1;26;d_3
1;1;26;d_30
1;1;26;d_1
1;1;26;t_5
1;1;26;t_7
1;1;27;d_29
1;1;27;d_8
1;1;27;d_10
1;1;27;d_3
1;1;27;t_12
1;1;27;t_8
1;1;28;d_5
1;1;28;d_2
1;1;28;d_27
1;1;28;d_14
1;1;28;t_12
1;1;28;t_2
1;1;29;d_30
1;1;29;d_21
1;1;29;d_11
1;1;29;d_31
1;1;29;t_8
1;1;29;t_9
1;1;30;d_4
1;1;30;d_22
1;1;30;d_14
1;1;30;d_6
1;1;30;t_3
1;1;30;t_1
1;1;31;d_23
1;1;31;d_18
1;1;31;d_3
1;1;31;d_31
1;1;31;t_5
1;1;31;t_2
1;1;32;d_0
1;1;32;d_25
1;1;32;d_28
1;1;32;d_2
1;1;32;t_5
1;1;32;t_7
1;1;33;d_15
1;1;33;d_28
1;1;33;d_18
1;1;33;d_2
1;1;33;t_1
1;1;33;t_2
1;1;34;d_29
1;1;34;d_28
1;1;34;d_3
1;1;34;d_7
1;1;34;t_8
1;1;34;t_11
1;1;35;d_0
1;1;35;d_22
1;1;35;d_8
1;1;35;d_10
1;1;35;t_11
1;1;35;t_10
1;1;36;d_8
1;1;36;d_28
1;1;36;d_10
1;1;36;d_24
1;1;36;t_5
1;1;36;t_10
1;1;37;d_23
1;1;37;d_5
1;1;37;d_11
1;1;37;d_16
1;1;37;t_7
1;1;37;t_12
1;1;38;d_23
1;1;38;d_3
1;1;38;d_17
1;1;38;d_1
1;1;38;t_12
1;1;38;t_2
1;1;39;d_19
1;1;39;d_9
1;1;39;d_12
1;1;39;d_13
1;1;39;t_2
1;1;39;t_9
1;1;40;d_19
1;1;40;d_5
1;1;40;d_0
1;1;40;d_26
1;1;40;t_7
1;1;40;t_0
1;1;41;d_22
1;1;41;d_19
1;1;41;d_2
1;1;41;d_28
1;1;41;t_12
1;1;41;t_11
1;1;42;d_23
1;1;42;d_3
1;1;42;d_31
1;1;42;d_22
1;1;42;t_7
1;1;42;t_10
1;1;43;d_21
1;1;43;d_24
1;1;43;d_18
1;1;43;d_17
1;1;43;t_12
1;1;43;t_0
1;1;44;d_23
1;1;44;d_12
1;1;44;d_20
1;1;44;d_25
1;1;44;t_1
1;1;44;t_8
1;1;45;d_22
1;1;45;d_5
1;1;45;d_21
1;1;45;d_16
1;1;45;t_3
1;1;45;t_6
1;1;46;d_19
1;1;46;d_17
1;1;46;d_4
1;1;46;d_11
1;1;46;t_8
1;1;46;t_4
1;1;47;d_9
1;1;47;d_19
1;1;47;d_23
1;1;47;d_16
1;1;47;t_12
1;1;47;t_4
1;1;48;d_22
1;1;48;d_25
1;1;48;d_27
1;1;48;d_15
1;1;48;t_7
1;1;48;t_8
1;2;0;d_29
1;2;0;d_9
1;2;0;d_25
1;2;0;d_12
1;2;0;d_0
1;2;0;t_2
1;2;0;t_4
1;2;1;d_1
1;2;1;d_31
1;2;1;d_16
1;2;1;d_3
1;2;1;d_8
1;2;1;t_9
1;2;1;t_1
1;2;2;d_13
1;2;2;d_16
1;2;2;d_14
1;2;2;d_31
1;2;2;d_17
1;2;2;t_7
1;2;2;t_5
1;2;3;d_24
1;2;3;d_17
1;2;3;d_20
1;2;3;d_27
1;2;3;d_12
1;2;3;t_10
1;2;3;t_4
1;2;4;d_6
1;2;4;d_5
1;2;4;d_9
1;2;4;d_16
1;2;4;d_0
1;2;4;t_11
1;2;4;t_6
1;2;5;d_6
1;2;5;d_12
1;2;5;d_11
1;2;5;d_25
1;2;5;d_30
1;2;5;t_12
1;2;5;t_4
1;2;6;d_28
1;2;6;d_26
1;2;6;d_2
1;2;6;d_29
1;2;6;d_25
1;2;6;t_2
1;2;6;t_8
1;2;7;d_9
1;2;7;d_16
1;2;7;d_7
1;2;7;d_25
1;2;7;d_12
1;2;7;t_1
1;2;7;t_6
1;2;8;d_2
1;2;8;d_13
1;2;8;d_18
1;2;8;d_29
1;2;8;d_11
1;2;8;t_5
1;2;8;t_8
1;2;9;d_25
1;2;9;d_26
1;2;9;d_29
1;2;9;d_8
1;2;9;d_1
1;2;9;t_12
1;2;9;t_10
1;2;10;d_20
1;2;10;d_22
1;2;10;d_25
1;2;10;d_15
1;2;10;d_17
1;2;10;t_10
1;2;10;t_0
1;2;11;d_11
1;2;11;d_19
1;2;11;d_7
1;2;11;d_30
1;2;11;d_13
1;2;11;t_8
1;2;11;t_12
1;2;12;d_26
1;2;12;d_11
1;2;12;d_25
1;2;12;d_8
1;2;12;d_22
1;2;12;t_6
1;2;12;t_5
1;2;13;d_5
1;2;13;d_30
1;2;13;d_11
1;2;13;d_31
1;2;13;d_25
1;2;13;t_1
1;2;13;t_10
1;2;14;d_25
1;2;14;d_16
1;2;14;d_3
1;2;14;d_27
1;2;14;d_6
1;2;14;t_5
1;2;14;t_4
1;2;15;d_23
1;2;15;d_4
1;2;15;d_0
1;2;15;d_1
1;2;15;d_10
1;2;15;t_5
1;2;15;t_6
1;2;16;d_10
1;2;16;d_5
1;2;16;d_8
1;2;16;d_24
1;2;16;d_30
1;2;16;t_4
1;2;16;t_8
1;2;17;d_16
1;2;17;d_13
1;2;17;d_14
1;2;17;d_29
1;2;17;d_21
1;2;17;t_8
1;2;17;t_4
1;2;18;d_11
1;2;18;d_30
1;2;18;d_13
1;2;18;d_0
1;2;18;d_16
1;2;18;t_4
1;2;18;t_10
1;2;19;d_1
1;2;19;d_26
1;2;19;d_5
1;2;19;d_6
1;2;19;d_10
1;2;19;t_1
1;2;19;t_8
1;2;20;d_21
1;2;20;d_7
1;2;20;d_29
1;2;20;d_15
1;2;20;d_2
1;2;20;t_7
1;2;20;t_12
1;2;21;d_14
1;2;21;d_6
1;2;21;d_19
1;2;21;d_9
1;2;21;d_23
1;2;21;t_12
1;2;21;t_8
1;2;22;d_15
1;2;22;d_20
1;2;22;d_14
1;2;22;d_23
1;2;22;d_1
1;2;22;t_7
1;2;22;t_8
1;2;23;d_6
1;2;23;d_18
1;2;23;d_31
1;2;23;d_28
1;2;23;d_20
1;2;23;t_11
1;2;23;t_3
1;3;0;d_29
1;3;0;t_3
1;3;0;t_5
1;3;1;d_29
1;3;1;t_12
1;3;1;t_2
1;3;2;d_20
1;3;2;t_9
1;3;2;t_0
1;3;3;d_0
1;3;3;t_2
1;3;3;t_12
1;3;4;d_3
1;3;4;t_5
1;3;4;t_11
1;3;5;d_22
1;3;5;t_10
1;3;5;t_3
1;3;6;d_27
1;3;6;t_9
1;3;6;t_7
1;3;7;d_2
1;3;7;t_8
1;3;7;t_11
1;3;8;d_15
1;3;8;t_2
1;3;8;t_5
1;3;9;d_14
1;3;9;t_12
1;3;9;t_8
1;3;10;d_5
1;3;10;t_12
1;3;10;t_9
1;3;11;d_29
1;3;11;t_8
1;3;11;t_4
1;3;12;d_31
1;3;12;t_4
1;3;12;t_3
1;3;13;d_20
1;3;13;t_6
1;3;13;t_7
1;3;14;d_9
1;3;14;t_1
1;3;14;t_6
1;3;15;d_18
1;3;15;t_10
1;3;15;t_7
1;3;16;d_28
1;3;16;t_11
1;3;16;t_6
1;3;17;d_28
1;3;17;t_0
1;3;17;t_10
1;3;18;d_25
1;3;18;t_2
1;3;18;t_12
1;3;19;d_13
1;3;19;t_0
1;3;19;t_10
1;3;20;d_30
1;3;20;t_0
1;3;20;t_4
1;3;21;d_22
1;3;21;t_8
1;3;21;t_3
1;3;22;d_6
1;3;22;t_8
1;3;22;t_1
1;3;23;d_20
1;3;23;t_10
1;3;23;t_6
1;3;24;d_21
1;3;24;t_0
1;3;24;t_12
1;3;25;d_17
1;3;25;t_7
1;3;25;t_9
1;3;26;d_16
1;3;26;t_11
1;3;26;t_6
1;3;27;d_4
1;3;27;t_7
1;3;27;t_5
1;3;28;d_0
1;3;28;t_5
1;3;28;t_7
1;3;29;d_16
1;3;29;t_12
1;3;29;t_0
1;3;30;d_16
1;3;30;t_1
1;3;30;t_5
1;3;31;d_27
1;3;31;t_4
1;3;31;t_2
1;3;32;d_7
1;3;32;t_11
1;3;32;t_6
1;3;33;d_31
1;3;33;t_5
1;3;33;t_7
1;3;34;d_23
1;3;34;t_2
1;3;34;t_6
1;3;35;d_13
1;3;35;t_8
1;3;35;t_2
1;4;0;d_5
1;4;0;t_3
1;4;0;t_4
1;4;1;d_1
1;4;1;t_4
1;4;1;t_1
1;4;2;d_27
1;4;2;t_6
1;4;2;t_11
1;4;3;d_7
1;4;3;t_11
1;4;3;t_1
1;4;4;d_29
1;4;4;t_12
1;4;4;t_11
1;4;5;d_17
1;4;5;t_3
1;4;5;t_12
1;4;6;d_3
1;4;6;t_4
1;4;6;t_0
1;4;7;d_21
1;4;7;t_11
1;4;7;t_2
1;4;8;d_6
1;4;8;t_0
1;4;8;t_6
1;4;9;d_24
1;4;9;t_10
1;4;9;t_4
1;4;10;d_14
1;4;10;t_11
1;4;10;t_8
1;4;11;d_25
1;4;11;t_7
1;4;11;t_6
1;4;12;d_8
1;4;12;t_2
1;4;12;t_12
1;4;13;d_14
1;4;13;t_7
1;4;13;t_0
1;4;14;d_23
1;4;14;t_8
1;4;14;t_5
1;4;15;d_17
1;4;15;t_0
1;4;15;t_12
1;4;16;d_20
1;4;16;t_7
1;4;16;t_4
1;4;17;d_30
1;4;17;t_6
1;4;17;t_5
1;4;18;d_14
1;4;18;t_3
1;4;18;t_0
1;4;19;d_7
1;4;19;t_2
1;4;19;t_0
1;4;20;d_30
1;4;20;t_4
1;4;20;t_3
1;4;21;d_23
1;4;21;t_6
1;4;21;t_5
1;4;22;d_1
1;4;22;t_9
1;4;22;t_10
1;4;23;d_16
1;4;23;t_3
1;4;23;t_6
1;4;24;d_10
1;4;24;t_6
1;4;24;t_4
1;4;25;d_14
1;4;25;t_11
1;4;25;t_3
1;4;26;d_22
1;4;26;t_12
1;4;26;t_8
1;4;27;d_6
1;4;27;t_4
1;4;27;t_2
1;4;28;d_29
1;4;28;t_2
1;4;28;t_9
1;4;29;d_23
1;4;29;t_4
1;4;29;t_1
1;4;30;d_11
1;4;30;t_9
1;4;30;t_12
1;4;31;d_8
1;4;31;t_1
1;4;31;t_12
1;4;32;d_22
1;4;32;t_6
1;4;32;t_2
1;4;33;d_28
1;4;33;t_12
1;4;33;t_7
1;4;34;d_15
1;4;34;t_9
1;4;34;t_4
1;4;35;d_23
1;4;35;t_2
1;4;35;t_3
1;4;36;d_18
1;4;36;t_1
1;4;36;t_9
1;4;37;d_9
1;4;37;t_8
1;4;37;t_7
1;4;38;d_31
1;4;38;t_7
1;4;38;t_10
1;4;40;d_24
1;4;40;t_1
1;4;40;t_8
1;4;41;d_14
1;4;41;t_12
1;4;41;t_2
1;4;42;d_30
1;4;42;t_12
1;4;42;t_0
1;4;43;d_6
1;4;43;t_10
1;4;43;t_11
1;4;44;d_27
1;4;44;t_12
1;4;44;t_1
1;4;45;d_18
1;4;45;t_10
1;4;45;t_9
1;4;46;d_16
1;4;46;t_9
1;4;46;t_10
1;4;47;d_9
1;4;47;t_8
1;4;47;t_9
1;5;0;d_31
1;5;0;d_15
1;5;0;d_30
1;5;0;d_12
1;5;0;d_16
1;5;0;t_9
1;5;1;d_27
1;5;1;d_13
1;5;1;d_7
1;5;1;d_31
1;5;1;d_5
1;5;1;t_11
1;5;2;d_14
1;5;2;d_2
1;5;2;d_30
1;5;2;d_5
1;5;2;d_1
1;5;2;t_2
1;5;3;d_5
1;5;3;d_30
1;5;3;d_31
1;5;3;d_26
1;5;3;d_10
1;5;3;t_2
1;5;4;d_7
1;5;4;d_5
1;5;4;d_0
1;5;4;d_19
1;5;4;d_13
1;5;4;t_12
1;5;5;d_7
1;5;5;d_21
1;5;5;d_17
1;5;5;d_11
1;5;5;d_26
1;5;5;t_6
1;5;6;d_19
1;5;6;d_10
1;5;6;d_7
1;5;6;d_1
1;5;6;d_22
1;5;6;t_1
1;5;7;d_1
1;5;7;d_13
1;5;7;d_4
1;5;7;d_14
1;5;7;d_11
1;5;7;t_12
1;5;8;d_28
1;5;8;d_27
1;5;8;d_9
1;5;8;d_21
1;5;8;d_2
1;5;8;t_4
1;5;9;d_9
1;5;9;d_10
1;5;9;d_13
1;5;9;d_6
1;5;9;d_12
1;5;9;t_5
1;5;10;d_9
1;5;10;d_30
1;5;10;d_13
1;5;10;d_12
1;5;10;d_20
1;5;10;t_5
1;5;11;d_4
1;5;11;d_3
1;5;11;d_18
1;5;11;d_10
1;5;11;d_13
1;5;11;t_11
1;5;12;d_24
1;5;12;d_1
1;5;12;d_4
1;5;12;d_21
1;5;12;d_9
1;5;12;t_5
1;5;13;d_14
1;5;13;d_23
1;5;13;d_0
1;5;13;d_17
1;5;13;d_30
1;5;13;t_8
1;5;14;d_15
1;5;14;d_14
1;5;14;d_28
1;5;14;d_20
1;5;14;d_0
1;5;14;t_10
1;5;15;d_22
1;5;15;d_30
1;5;15;d_23
1;5;15;d_9
1;5;15;d_27
1;5;15;t_0
1;5;16;d_8
1;5;16;d_16
1;5;16;d_29
1;5;16;d_7
1;5;16;d_6
1;5;16;t_8
1;6;0;d_5
1;6;0;d_25
1;6;0;d_9
1;6;0;d_8
1;6;0;d_29
1;6;0;t_11
1;6;1;d_11
1;6;1;d_15
1;6;1;d_4
1;6;1;d_2
1;6;1;d_27
1;6;1;t_6
1;6;2;d_1
1;6;2;d_19
1;6;2;d_31
1;6;2;d_11
1;6;2;d_6
1;6;2;t_2
1;6;3;d_8
1;6;3;d_23
1;6;3;d_2
1;6;3;d_9
1;6;3;d_29
1;6;3;t_12
1;6;4;d_16
1;6;4;d_20
1;6;4;d_19
1;6;4;d_24
1;6;4;d_3
1;6;4;t_10
1;6;5;d_16
1;6;5;d_18
1;6;5;d_20
1;6;5;d_8
1;6;5;d_11
1;6;5;t_2
1;6;6;d_14
1;6;6;d_16
1;6;6;d_15
1;6;6;d_21
1;6;6;d_20
1;6;6;t_11
1;6;7;d_7
1;6;7;d_24
1;6;7;d_5
1;6;7;d_28
1;6;7;d_3
1;6;7;t_8
1;6;8;d_21
1;6;8;d_2
1;6;8;d_9
1;6;8;d_13
1;6;8;d_1
1;6;8;t_9
1;6;9;d_26
1;6;9;d_4
1;6;9;d_6
1;6;9;d_29
1;6;9;d_18
1;6;9;t_3
1;6;10;d_14
1;6;10;d_4
1;6;10;d_30
1;6;10;d_16
1;6;10;d_19
1;6;10;t_2
1;6;11;d_4
1;6;11;d_23
1;6;11;d_16
1;6;11;d_7
1;6;11;d_27
1;6;11;t_11
1;6;12;d_29
1;6;12;d_9
1;6;12;d_19
1;6;12;d_16
1;6;12;d_12
1;6;12;t_2
1;6;13;d_15
1;6;13;d_22
1;6;13;d_17
1;6;13;d_31
1;6;13;d_24
1;6;13;t_12
1;6;14;d_7
1;6;14;d_30
1;6;14;d_5
1;6;14;d_17
1;6;14;d_10
1;6;14;t_11
1;6;15;d_14
1;6;15;d_8
1;6;15;d_26
1;6;15;d_10
1;6;15;d_11
1;6;15;t_0
1;6;16;d_6
1;6;16;d_17
1;6;16;d_16
1;6;16;d_0
1;6;16;d_22
1;6;16;t_0
1;6;17;d_5
1;6;17;d_23
1;6;17;d_1
1;6;17;d_13
1;6;17;d_12
1;6;17;t_8
1;6;18;d_19
1;6;18;d_0
1;6;18;d_8
1;6;18;d_6
1;6;18;d_25
1;6;18;t_9
1;6;19;d_21
1;6;19;d_9
1;6;19;d_29
1;6;19;d_17
1;6;19;d_2
1;6;19;t_9
1;6;20;d_14
1;6;20;d_12
1;6;20;d_16
1;6;20;d_30
1;6;20;d_25
1;6;20;t_1
1;7;0;d_22
1;7;0;d_2
1;7;0;d_24
1;7;0;t_1
1;7;1;d_31
1;7;1;d_10
1;7;1;d_15
1;7;1;t_1
1;7;2;d_24
1;7;2;d_16
1;7;2;d_30
1;7;2;t_0
1;7;3;d_12
1;7;3;d_5
1;7;3;d_17
1;7;3;t_7
1;7;4;d_23
1;7;4;d_9
1;7;4;d_29
1;7;4;t_6
1;7;5;d_10
1;7;5;d_29
1;7;5;d_9
1;7;5;t_4
1;7;6;d_15
1;7;6;d_14
1;7;6;d_23
1;7;6;t_12
1;7;7;d_19
1;7;7;d_15
1;7;7;d_0
1;7;7;t_12
1;7;8;d_9
1;7;8;d_7
1;7;8;d_24
1;7;8;t_1
1;7;9;d_10
1;7;9;d_1
1;7;9;d_4
1;7;9;t_10
1;7;10;d_11
1;7;10;d_16
1;7;10;d_30
1;7;10;t_11
1;7;11;d_27
1;7;11;d_0
1;7;11;d_10
1;7;11;t_12
1;7;12;d_10
1;7;12;d_19
1;7;12;d_28
1;7;12;t_8
1;7;13;d_24
1;7;13;d_31
1;7;13;d_1
1;7;13;t_10
1;7;14;d_25
1;7;14;d_4
1;7;14;d_9
1;7;14;t_7
1;7;15;d_15
1;7;15;d_13
1;7;15;d_20
1;7;15;t_7
1;7;16;d_8
1;7;16;d_24
1;7;16;d_9
1;7;16;t_2
1;7;17;d_10
1;7;17;d_13
1;7;17;d_4
1;7;17;t_1
1;7;18;d_10
1;7;18;d_28
1;7;18;d_15
1;7;18;t_1
1;7;19;d_26
1;7;19;d_22
1;7;19;d_11
1;7;19;t_3
1;7;20;d_20
1;7;20;d_0
1;7;20;d_27
1;7;20;t_12
1;7;21;d_15
1;7;21;d_14
1;7;21;d_9
1;7;21;t_10
1;7;22;d_31
1;7;22;d_20
1;7;22;d_9
1;7;22;t_5
1;7;23;d_9
1;7;23;d_14
1;7;23;d_0
1;7;23;t_2
1;7;24;d_1
1;7;24;d_12
1;7;24;d_0
1;7;24;t_8
1;7;25;d_23
1;7;25;d_5
1;7;25;d_1
1;7;25;t_6
1;7;26;d_27
1;7;26;d_17
1;7;26;d_19
1;7;26;t_3
1;7;27;d_4
1;7;27;d_20
1;7;27;d_5
1;7;27;t_10
1;7;28;d_25
1;7;28;d_30
1;7;28;d_23
1;7;28;t_9
1;8;0;d_25
1;8;0;d_23
1;8;0;d_18
1;8;0;d_10
1;8;0;d_11
1;8;0;t_11
1;8;1;d_17
1;8;1;d_30
1;8;1;d_5
1;8;1;d_26
1;8;1;d_4
1;8;1;t_4
1;8;2;d_22
1;8;2;d_28
1;8;2;d_24
1;8;2;d_0
1;8;2;d_14
1;8;2;t_1
1;8;3;d_8
1;8;3;d_26
1;8;3;d_23
1;8;3;d_11
1;8;3;d_17
1;8;3;t_2
1;8;4;d_22
1;8;4;d_15
1;8;4;d_31
1;8;4;d_11
1;8;4;d_14
1;8;4;t_2
1;8;5;d_8
1;8;5;d_28
1;8;5;d_27
1;8;5;d_14
1;8;5;d_16
1;8;5;t_6
1;8;6;d_6
1;8;6;d_22
1;8;6;d_17
1;8;6;d_27
1;8;6;d_23
1;8;6;t_3
1;8;7;d_15
1;8;7;d_27
1;8;7;d_23
1;8;7;d_9
1;8;7;d_21
1;8;7;t_3
1;8;8;d_20
1;8;8;d_1
1;8;8;d_26
1;8;8;d_23
1;8;8;d_19
1;8;8;t_11
1;8;9;d_3
1;8;9;d_10
1;8;9;d_28
1;8;9;d_26
1;8;9;d_21
1;8;9;t_3
1;8;10;d_8
1;8;10;d_18
1;8;10;d_9
1;8;10;d_2
1;8;10;d_29
1;8;10;t_1
1;8;11;d_18
1;8;11;d_27
1;8;11;d_16
1;8;11;d_6
1;8;11;d_14
1;8;11;t_3
1;8;12;d_21
1;8;12;d_30
1;8;12;d_8
1;8;12;d_29
1;8;12;d_18
1;8;12;t_6
1;8;13;d_7
1;8;13;d_23
1;8;13;d_3
1;8;13;d_20
1;8;13;d_31
1;8;13;t_12
1;8;14;d_14
1;8;14;d_24
1;8;14;d_3
1;8;14;d_17
1;8;14;d_29
1;8;14;t_2
1;9;0;d_26
1;9;0;t_12
1;9;1;d_23
1;9;1;t_9
1;9;2;d_31
1;9;2;t_1
1;9;3;d_2
1;9;3;t_10
1;9;4;d_16
1;9;4;t_4
1;9;5;d_24
1;9;5;t_10
1;9;6;d_5
1;9;6;t_10
1;9;7;d_16
1;9;7;t_11
1;9;8;d_29
1;9;8;t_10
1;9;9;d_18
1;9;9;t_9
1;10;0;d_5
1;10;0;d_24
1;10;0;d_16
1;10;0;t_1
1;10;1;d_14
1;10;1;d_29
1;10;1;d_6
1;10;1;t_5
1;10;2;d_18
1;10;2;d_14
1;10;2;d_17
1;10;2;t_8
1;10;3;d_20
1;10;3;d_25
1;10;3;d_12
1;10;3;t_9
1;10;4;d_0
1;10;4;d_27
1;10;4;d_25
1;10;4;t_4
1;10;5;d_8
1;10;5;d_18
1;10;5;d_2
1;10;5;t_11
1;10;6;d_12
1;10;6;d_7
1;10;6;d_19
1;10;6;t_6
1;10;7;d_30
1;10;7;d_27
1;10;7;d_1
1;10;7;t_10
1;10;8;d_9
1;10;8;d_24
1;10;8;d_22
1;10;8;t_0
1;10;9;d_23
1;10;9;d_25
1;10;9;d_3
1;10;9;t_1
1;10;10;d_22
1;10;10;d_8
1;10;10;d_26
1;10;10;t_2
1;10;11;d_21
1;10;11;d_8
1;10;11;d_7
1;10;11;t_5
1;10;12;d_31
1;10;12;d_30
1;10;12;d_8
1;10;12;t_11
1;10;13;d_1
1;10;13;d_18
1;10;13;d_27
1;10;13;t_3
1;10;14;d_30
1;10;14;d_21
1;10;14;d_13
1;10;14;t_12
1;10;15;d_6
1;10;15;d_21
1;10;15;d_26
1;10;15;t_3
1;10;16;d_26
1;10;16;d_28
1;10;16;d_4
1;10;16;t_0
1;10;17;d_31
1;10;17;d_11
1;10;17;d_13
1;10;17;t_7
1;10;18;d_20
1;10;18;d_14
1;10;18;d_27
1;10;18;t_11
1;11;0;d_23
1;11;0;d_12
1;11;0;d_26
1;11;0;d_14
1;11;0;d_27
1;11;0;t_6
1;11;1;d_7
1;11;1;d_31
1;11;1;d_14
1;11;1;d_21
1;11;1;d_19
1;11;1;t_7
1;11;2;d_3
1;11;2;d_19
1;11;2;d_26
1;11;2;d_2
1;11;2;d_1
1;11;2;t_9
1;11;3;d_0
1;11;3;d_12
1;11;3;d_23
1;11;3;d_26
1;11;3;d_13
1;11;3;t_4
1;11;4;d_3
1;11;4;d_11
1;11;4;d_14
1;11;4;d_5
1;11;4;d_24
1;11;4;t_2
1;11;5;d_23
1;11;5;d_26
1;11;5;d_4
1;11;5;d_10
1;11;5;d_19
1;11;5;t_4
1;11;6;d_3
1;11;6;d_29
1;11;6;d_5
1;11;6;d_23
1;11;6;d_17
1;11;6;t_10
1;11;7;d_14
1;11;7;d_22
1;11;7;d_4
1;11;7;d_8
1;11;7;d_5
1;11;7;t_9
1;11;8;d_7
1;11;8;d_31
1;11;8;d_8
1;11;8;d_13
1;11;8;d_15
1;11;8;t_11
1;11;9;d_30
1;11;9;d_5
1;11;9;d_24
1;11;9;d_1
1;11;9;d_9
1;11;9;t_3
1;11;10;d_29
1;11;10;d_15
1;11;10;d_14
1;11;10;d_22
